text;group;groupText;masked_text
"Yok yok bizimkiyle gidiyoruz o almış biletleri unuttum sana söylemeyi pazar döncez;)";2;Normal;"Yok yok bizimkiyle gidiyoruz o almış biletleri unuttum sana söylemeyi pazar döncez;)"
Tamam o da patladı;2;Normal;Tamam o da patladı
Bilmiyorum gorev yoneticisinde hep onu gordum;2;Normal;Bilmiyorum gorev yoneticisinde hep onu gordum
Acil: Kargo şirketi - hesabınızdan yetkisiz çekim. bugün işlem yapın yoksa adli işlem başlatılacak. İletişim: <PHONE>;0;Dolandiricilik;Acil: Kargo şirketi - hesabınızdan yetkisiz çekim. bugün işlem yapın yoksa adli işlem başlatılacak. İletişim: <PHONE>
Kampanya: HOTIC'te Sandaletlerde NET%60 INDIRIM basladi. Keyifli alisverisler dileriz. Bilgilendirme almak istemiyorsaniz HOTIC yazip 3172'ye gonderebilirsiniz.;1;Promosyon;Kampanya: HOTIC'te Sandaletlerde NET<PERCENT> INDIRIM basladi. Keyifli alisverisler dileriz. Bilgilendirme almak istemiyorsaniz HOTIC yazip 3172'ye gonderebilirsiniz.
Yeni yila ozel Her 100 TL lik Alisverise 25 TL Hediye Ceki firsati ve en ozel yilbasi hediyeleri icin sizleri magazalarimiza bekliyoruz...;1;Promosyon;Yeni yila ozel Her <PRICE> lik Alisverise <PRICE> Hediye Ceki firsati ve en ozel yilbasi hediyeleri icin sizleri magazalarimiza bekliyoruz...
3000 TL limitli Avans Hesap icin son firsat! 13 Temmuz tarihine kadar subemize gelin, nakit sikintisi cekmeyin! Bilgi: <PHONE>;1;Promosyon;3000 TL limitli Avans Hesap icin son firsat! 13 Temmuz tarihine kadar subemize gelin, nakit sikintisi cekmeyin! Bilgi: <PHONE>
En temizi sen bize güzel bir film öner;2;Normal;En temizi sen bize güzel bir film öner
Tum yastik, yorgan ve battaniyeler net %50 indirimle magazalarimizda ve englishhome<URL>;1;Promosyon;Tum yastik, yorgan ve battaniyeler net <PERCENT> indirimle magazalarimizda ve englishhome<URL>
Hizmet sağlayıcı: kargonuz iade edildi. 24 saat içinde işlem yapmazsanızşikayetçi olunacaktır. Borç tutarı: 11838 TL. Link: <URL>;0;Dolandiricilik;Hizmet sağlayıcı: kargonuz iade edildi. 24 saat içinde işlem yapmazsanızşikayetçi olunacaktır. Borç tutarı: 11838 TL. Link: <URL>
KAMPANYA: 100TL degerinde bayram hediyeniz Boyner'den! Boyner ve <URL>;1;Promosyon;KAMPANYA: <PRICE> degerinde bayram hediyeniz Boyner'den! Boyner ve <URL>
"Sen biley olursa ara mutlaka geliriz;)";2;Normal;"Sen biley olursa ara mutlaka geliriz;)"
Selam söyle;2;Normal;Selam söyle
Elektrik Dağıtım uyarısı: ceza işlemi başlatıldı. Lütfen derhal aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Elektrik Dağıtım uyarısı: ceza işlemi başlatıldı. Lütfen derhal aşağıdaki linkten doğrulayın: <URL>
Kredi kartınızdan şüpheli işlem. 24s içinde doğrulamazsanız bloke edilecek: <URL>;0;Dolandiricilik;Kredi kartınızdan şüpheli işlem. 24s içinde doğrulamazsanız bloke edilecek: <URL>
%5 indirim firsatiyla LG G3 32GB telefon 1.167,55 TL. <URL>;1;Promosyon;<PERCENT> indirim firsatiyla LG G3 32GB telefon <PRICE>. <URL>
E-Devlet güvenlik uyarısı: vergisel yükümlülük tespit edildi.doğrulama için: (24s içinde). Tel: <PHONE>;0;Dolandiricilik;E-Devlet güvenlik uyarısı: vergisel yükümlülük tespit edildi.doğrulama için: (24s içinde). Tel: <PHONE>
2. Kitaba başladı bile :);2;Normal;2. Kitaba başladı bile :)
Seagate Tasinabilir Hard Disklerde %10 Aninda Indirim! <URL>;1;Promosyon;Seagate Tasinabilir Hard Disklerde <PERCENT> Aninda Indirim! <URL>
uyarı! PTT  vergisel yükümlülük tespit edildi. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Link: <URL>;0;Dolandiricilik;uyarı! PTT  vergisel yükümlülük tespit edildi. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Link: <URL>
Tabiki ona göre kiraliyorlar;2;Normal;Tabiki ona göre kiraliyorlar
Paraf ile yapacaginiz pesin harcamalarinizi Ocak ayina ozel %1 faiz ile hesap kesim tarihi oncesinde Halkbank Internet Subesi veya <PHONE>;1;Promosyon;Paraf ile yapacaginiz pesin harcamalarinizi Ocak ayina ozel <PERCENT> faiz ile hesap kesim tarihi oncesinde Halkbank Internet Subesi veya <PHONE>
Yeni bir gune mutlu bir baslangic icin Cep Subesi'ne ugrayin, Fabrika indirimiyle modayi yakalayin. 23 Agustos tarihine kadar giris yapin, <URL>;1;Promosyon;Yeni bir gune mutlu bir baslangic icin Cep Subesi'ne ugrayin, Fabrika indirimiyle modayi yakalayin. 23 Agustos tarihine kadar giris yapin, <URL>
Aaaa belli olmuş yani,hadi hayırlısı;2;Normal;Aaaa belli olmuş yani,hadi hayırlısı
Eniste ne yapion kizzz obceden bilet Almam lazim da 12-16 ağustosta mugkada mi olursunuz bodrumami yoksa izmire mi ucak bileti alayım ;2;Normal;Eniste ne yapion kizzz obceden bilet Almam lazim da 12-16 ağustosta mugkada mi olursunuz bodrumami yoksa izmire mi ucak bileti alayım 
Otobüs çok güzelmiş, en azından rahat gideceğiz;2;Normal;Otobüs çok güzelmiş, en azından rahat gideceğiz
50 TL hediye indirim kuponu seni bekliyor! Trendyol Guzellik Haftasina ozel firsatlari kacirma! Hemen alisverise basla: <URL>;1;Promosyon;<PRICE> hediye indirim kuponu seni bekliyor! Trendyol Guzellik Haftasina ozel firsatlari kacirma! Hemen alisverise basla: <URL>
Bonus American Expressle BPde ayri gunlerde 3 defa 100TL uzeri yakit alimina 20TL bonus!Ilk harcamadan once BPBONUS yaz 3340a gonder.Son gun 15 Kasim!<URL>;1;Promosyon;Bonus American Expressle BPde ayri gunlerde 3 defa <PRICE> uzeri yakit alimina <PRICE> bonus!Ilk harcamadan once BPBONUS yaz 3340a gonder.Son gun 15 Kasim!<URL>
VakifBank Worldcard ile 31 Aralika kadar Opette 4 adet 75TL alisverise 1-10 Ocak arasinda Opette 25TL indirim. YAKIT yaz kartin son 6 hanesini 6635e gonder.;1;Promosyon;VakifBank Worldcard ile 31 Aralika kadar Opette 4 adet <PRICE> alisverise 1-10 Ocak arasinda Opette <PRICE> indirim. YAKIT yaz kartin son 6 hanesini 6635e gonder.
akşam detayları konuşuruz <PHONE>;2;Normal;akşam detayları konuşuruz <PHONE>
Kargo şirketi hesabınızda şüpheli aktivite: aboneliğiniz iptal edilecek. Hemen kontrol edin: <URL>;0;Dolandiricilik;Kargo şirketi hesabınızda şüpheli aktivite: aboneliğiniz iptal edilecek. Hemen kontrol edin: <URL>
KAMPANYA:Alfa Romeo Giulietta kazanmak icin SON GUN! <PHONE>;1;Promosyon;KAMPANYA:Alfa Romeo Giulietta kazanmak icin SON GUN! <PHONE>
Galiba senin fark yaratman gerekecek;2;Normal;Galiba senin fark yaratman gerekecek
Dikkat! E-Devlet tarafından hesabınızdan yetkisiz çekim. 3 gün içinde yoklama yapılacaktır. icra işlemi uygulanacaktır. Tel: <PHONE>;0;Dolandiricilik;Dikkat! E-Devlet tarafından hesabınızdan yetkisiz çekim. 3 gün içinde yoklama yapılacaktır. icra işlemi uygulanacaktır. Tel: <PHONE>
UYARI: Kargo şirketi - hesabınıza yetkisiz giriş yapılmıştır. Hesabınızı korumak için hemen doğrulama yapın: <URL>;0;Dolandiricilik;UYARI: Kargo şirketi - hesabınıza yetkisiz giriş yapılmıştır. Hesabınızı korumak için hemen doğrulama yapın: <URL>
Son geldiğinde not aldığım filmler bunlar mı ikisi de bilgisayar oyunu çıkıyor :);2;Normal;Son geldiğinde not aldığım filmler bunlar mı ikisi de bilgisayar oyunu çıkıyor :)
Tmm. ;2;Normal;Tmm. 
Bireysel Cep Subemize giris yaparak 7 Mart 2016'ya kadar ciceksatis<URL>'dan yapacaginiz bir alisverisinizde gecerli %25 indirim firsatini yakaladiniz! Kodunuz: FNM1<PHONE>;1;Promosyon;Bireysel Cep Subemize giris yaparak 7 Mart 2016'ya kadar ciceksatis<URL>'dan yapacaginiz bir alisverisinizde gecerli <PERCENT> indirim firsatini yakaladiniz! Kodunuz: FNM1<PHONE>
İcra dairesi: Adınıza açılan dosya nedeniyle tebligat gönderildi. İtiraz için link: <URL>;0;Dolandiricilik;İcra dairesi: Adınıza açılan dosya nedeniyle tebligat gönderildi. İtiraz için link: <URL>
Mahkeme hesabınızda şüpheli aktivite: gümrükte bekliyor. Hemen kontrol edin: <URL>;0;Dolandiricilik;Mahkeme hesabınızda şüpheli aktivite: gümrükte bekliyor. Hemen kontrol edin: <URL>
Yeni iPhone ile eglence dunyasina adim atmaniz icin Buyrun Benim ve Goller Cepte servislerini Turkcell size ucretsiz sunuyor. Kampanya detaylarina ve servislere ulasmak icin hemen tiklayin: <URL>;1;Promosyon;Yeni iPhone ile eglence dunyasina adim atmaniz icin Buyrun Benim ve Goller Cepte servislerini Turkcell size ucretsiz sunuyor. Kampanya detaylarina ve servislere ulasmak icin hemen tiklayin: <URL>
Kargo şirketi uyarısı: ödemeniz onaylanmadı. Lütfen bugün aşağıdaki linkten doğrulayın: Tel: <PHONE>;0;Dolandiricilik;Kargo şirketi uyarısı: ödemeniz onaylanmadı. Lütfen bugün aşağıdaki linkten doğrulayın: Tel: <PHONE>
Zeynepcim merhaba Senden birşey rica edeceğim;2;Normal;Zeynepcim merhaba Senden birşey rica edeceğim
31 Aralik a kadar 50TL ve uzeri pesin işlemleri 1ay erteleme ve iphone6s cekilisi icin KAZAN yaz,bosluk birak,kart son 6 haneyi 3404e gonder Detay:parafcard<URL>;1;Promosyon;31 Aralik a kadar <PRICE> ve uzeri pesin işlemleri 1ay erteleme ve iphone6s cekilisi icin KAZAN yaz,bosluk birak,kart son 6 haneyi 3404e gonder Detay:parafcard<URL>
TOKİ başvurunuzla ilgili bilgilendirme e-Devlet üzerinden yapılacaktır.;2;Normal;TOKİ başvurunuzla ilgili bilgilendirme e-Devlet üzerinden yapılacaktır.
Tum English Home aksesuarlar %50 indirimle magazalarimizda ve <URL>;1;Promosyon;Tum English Home aksesuarlar <PERCENT> indirimle magazalarimizda ve <URL>
KAMPANYA : Boyner kozmetik reyonlarinda 2.urune %50'ye varan indirim!Isaretli marka ve parfumlerde Boyner Anahtar'la gecerli bu firsati kacirmayin! Son gun 21.06. Bilgi icin <PHONE>;1;Promosyon;KAMPANYA : Boyner kozmetik reyonlarinda 2.urune <PERCENT>'ye varan indirim!Isaretli marka ve parfumlerde Boyner Anahtar'la gecerli bu firsati kacirmayin! Son gun 21.06. Bilgi icin <PHONE>
"Anadolu Sigorta DASK Zorunlu Deprem Sigortanizi Is Bankasi'ndan yaptirabilirsiniz. ""DASK"" yazip 4402'ye gonderin, sizi arayalim.";1;Promosyon;"Anadolu Sigorta DASK Zorunlu Deprem Sigortanizi Is Bankasi'ndan yaptirabilirsiniz. ""DASK"" yazip 4402'ye gonderin, sizi arayalim."
Money Dostu, tam senlik oldugunu dusundugumuz KIZILAY DOGAN MADEN SUYU 6X200ML 2,35TL!18 Aralik-7 Ocak'ta Migros'larda!;1;Promosyon;Money Dostu, tam senlik oldugunu dusundugumuz KIZILAY DOGAN MADEN SUYU 6X200ML <PRICE>!18 Aralik-7 Ocak'ta Migros'larda!
Alo Garanti'den vereceginiz 1 yeni otomatik fatura talimatina 15TL, 3 yeni talimata 50TL, 5 ve uzeri yeni talimata 100TL BONUS! Son gun 31 Ekim! Detaylar <PHONE>;1;Promosyon;Alo Garanti'den vereceginiz 1 yeni otomatik fatura talimatina <PRICE>, 3 yeni talimata <PRICE>, 5 ve uzeri yeni talimata <PRICE> BONUS! Son gun 31 Ekim! Detaylar <PHONE>
Kampüs yok, küçük okul ama benim için sorun değil. Benim işim hep dışarıda olacak zaten :);2;Normal;Kampüs yok, küçük okul ama benim için sorun değil. Benim işim hep dışarıda olacak zaten :)
VakifBank Worldcarddan 30 Kasima kadar farkli gunlerdeki 10 alisveristen 1i kadar Worldpuan.BEDAVA yaz kartin son 6 hanesini 6635e gonder. <URL>;1;Promosyon;VakifBank Worldcarddan 30 Kasima kadar farkli gunlerdeki 10 alisveristen 1i kadar Worldpuan.BEDAVA yaz kartin son 6 hanesini 6635e gonder. <URL>
Tamamdır saolasım;2;Normal;Tamamdır saolasım
Ondan sordum ne zaman geleceğini bilmiyordum ben Ali geleckti normalde izin alamadı işten mecbur babam gelecek:/;2;Normal;Ondan sordum ne zaman geleceğini bilmiyordum ben Ali geleckti normalde izin alamadı işten mecbur babam gelecek:/
Slm iyi akşamlar yarın beni almayı unutmadin değil mi ihtiyar ?;2;Normal;Slm iyi akşamlar yarın beni almayı unutmadin değil mi ihtiyar ?
Dikkat! Gümrük Müdürlüğü tarafından aboneliğiniz iptal edilecek. en geç 1 iş günü içinde yoklama yapılacaktır. yasal takip başlatılacaktır. Tel: <PHONE>;0;Dolandiricilik;Dikkat! Gümrük Müdürlüğü tarafından aboneliğiniz iptal edilecek. en geç 1 iş günü içinde yoklama yapılacaktır. yasal takip başlatılacaktır. Tel: <PHONE>
Güzelim benim gözlerinden öp benim için Evrim'e çok selam;2;Normal;Güzelim benim gözlerinden öp benim için Evrim'e çok selam
DERIMOD ayakkabilarda muhtesem final! Sezonun en moda AYAKKABILARI %70'e varan indirimlerle sizleri bekliyor.;1;Promosyon;DERIMOD ayakkabilarda muhtesem final! Sezonun en moda AYAKKABILARI <PERCENT>'e varan indirimlerle sizleri bekliyor.
e-Devlet üzerinden yapılan bir işlem için onay gerekmektedir <URL>;0;Dolandiricilik;e-Devlet üzerinden yapılan bir işlem için onay gerekmektedir <URL>
Ilk isin pilin akibetini ogrenmek baskan! Bu gorev sana ozel hallerden verildi :) ve is bitince kendini yok edecektir :);2;Normal;Ilk isin pilin akibetini ogrenmek baskan! Bu gorev sana ozel hallerden verildi :) ve is bitince kendini yok edecektir :)
Çoğu gitti azı kaldı dayan;2;Normal;Çoğu gitti azı kaldı dayan
Turkcell Muzik ile internetinizin olmadigi yerlerde bile dilediginiz sarkiyi dinlemek icin MUZIKDINLE yazip 2222ye gonderin.(30 gun ucretsiz);1;Promosyon;Turkcell Muzik ile internetinizin olmadigi yerlerde bile dilediginiz sarkiyi dinlemek icin MUZIKDINLE yazip 2222ye gonderin.(30 gun ucretsiz)
Acil: Elektrik Dağıtım - hesabınız bloke edildi. hemen işlem yapın yoksa hesabınız kalıcı olarak kapatılacak. Link: <URL>;0;Dolandiricilik;Acil: Elektrik Dağıtım - hesabınız bloke edildi. hemen işlem yapın yoksa hesabınız kalıcı olarak kapatılacak. Link: <URL>
ALANYA DENiZE SIFIR 5 YILDIZ ViKiNGEN INFINITY OTELiMiZDE 3GECE 4GUN HER SEY DAHiL TATiL 270 TL 0-13 YAS UCRETSiZ  K.K 9 TAKSiT . <URL>;1;Promosyon;ALANYA DENiZE SIFIR 5 YILDIZ ViKiNGEN INFINITY OTELiMiZDE 3GECE 4GUN HER SEY DAHiL TATiL <PRICE> 0-13 YAS UCRETSiZ  K.K 9 TAKSiT . <URL>
Bankamatik Karti'nizi alisverislerinizde de kullanabilir, ustelik hem MaxiPuan kazanabilir, hem de nakit tasima riskinden kurtulabilirsiniz. Iletisim tercihlerinizi degistirmek icin:Internet Subesi veya <PHONE>;1;Promosyon;Bankamatik Karti'nizi alisverislerinizde de kullanabilir, ustelik hem MaxiPuan kazanabilir, hem de nakit tasima riskinden kurtulabilirsiniz. Iletisim tercihlerinizi degistirmek icin:Internet Subesi veya <PHONE>
Aynen hem okul hem cafe;2;Normal;Aynen hem okul hem cafe
Her turlu nakit ihtiyacinizda GARANTI yaninizda! 15 Agustos'a kadar subelerimize gelin, size ozel indirimli destek kredisi firsatini kacirmayin! Kampanyalarimizla ilgili bilgi almak icin <PHONE>;1;Promosyon;Her turlu nakit ihtiyacinizda GARANTI yaninizda! 15 Agustos'a kadar subelerimize gelin, size ozel indirimli destek kredisi firsatini kacirmayin! Kampanyalarimizla ilgili bilgi almak icin <PHONE>
Veli öğlen çıkamadım yemeğe bir yarım saat yiyip geliyorum;2;Normal;Veli öğlen çıkamadım yemeğe bir yarım saat yiyip geliyorum
Keyfinizi yerine getirecek her sey Turkcell Keyif paketinde.Turkcell TV+ ile yuzlerce TV kanali, Turkcell Muzik ile yerli yabanci milyonlarca sarki ve Dergilik ile en cok okunan dergiler cebinizde, tabletinizde. Hepsi sadece 9,90 TL/ay(vergiler dahil). ;1;Promosyon;Keyfinizi yerine getirecek her sey Turkcell Keyif paketinde.Turkcell TV+ ile yuzlerce TV kanali, Turkcell Muzik ile yerli yabanci milyonlarca sarki ve Dergilik ile en cok okunan dergiler cebinizde, tabletinizde. Hepsi sadece <PRICE>/ay(vergiler dahil). 
Aynen 5 dk da beşiktaş :) her adımda yalçına gidiyorum:);2;Normal;Aynen 5 dk da beşiktaş :) her adımda yalçına gidiyorum:)
ACİL! Kredi kartınızdan şüpheli işlem. 24s içinde doğrulamazsanız bloke edilecek: <URL>;0;Dolandiricilik;ACİL! Kredi kartınızdan şüpheli işlem. 24s içinde doğrulamazsanız bloke edilecek: <URL>
Alim güzelim benim;2;Normal;Alim güzelim benim
gencTarifeli! HER YONE 31 gunluk 10 dksi 75 Kr indirimin sona erdi. 20 TL yukle, 31 gun HER YONE indirim kazan;1;Promosyon;gencTarifeli! HER YONE 31 gunluk 10 dksi 75 Kr indirimin sona erdi. <PRICE> yukle, 31 gun HER YONE indirim kazan
Kesinlikle :);2;Normal;Kesinlikle :)
Bu firsat kacmaz! LG G3 32 GB 1399 TL, Samsung Note 3 Neo 1000 TL. Ustelik 50 TL Worldpuan icin son saatler. <URL>;1;Promosyon;Bu firsat kacmaz! LG G3 32 GB 1399 TL, Samsung Note 3 Neo 1000 TL. Ustelik <PRICE> Worldpuan icin son saatler. <URL>
Hiç bir şeyi, hiç kimseyi takma kafana Olabildiğince huzurlu olmaya bak. Bol bol oku. Her şey var internette. Gözlerinden öperim x);2;Normal;Hiç bir şeyi, hiç kimseyi takma kafana Olabildiğince huzurlu olmaya bak. Bol bol oku. Her şey var internette. Gözlerinden öperim x)
Internet veya Cep Subesi'ne giris yaptiniz, XBOX One'i FIFA 2016 oyunuyla 31 Ekim'e kadar 200 TL indirimli almaya hak kazandiniz. <URL>;1;Promosyon;Internet veya Cep Subesi'ne giris yaptiniz, XBOX One'i FIFA 2016 oyunuyla 31 Ekim'e kadar <PRICE> indirimli almaya hak kazandiniz. <URL>
Fabrika'nin yaz sezonuyla ilk siz tanisin istedik. 400 TL'lik alisverisinize aninda %25 indirim veya Hopi'lilere %35 paracik icin magazalarimiza bekliyoruz. Keyifli alisverisler. Detayli bilgi icin <PHONE>;1;Promosyon;Fabrika'nin yaz sezonuyla ilk siz tanisin istedik. <PRICE>'lik alisverisinize aninda <PERCENT> indirim veya Hopi'lilere <PERCENT> paracik icin magazalarimiza bekliyoruz. Keyifli alisverisler. Detayli bilgi icin <PHONE>
Dağıtım sürecinde yaşanan sorun nedeniyle işlem yapılmalıdır <URL>;0;Dolandiricilik;Dağıtım sürecinde yaşanan sorun nedeniyle işlem yapılmalıdır <URL>
Ziraat Bankası bildirim: Ödemeniz (15.000 TL) onaylanmadı. Ödemeyi tamamlamak için: <URL>;0;Dolandiricilik;Ziraat Bankası bildirim: Ödemeniz (<PRICE>) onaylanmadı. Ödemeyi tamamlamak için: <URL>
SIMDI SIRA HALKALININ EN MERKEZI EV-OFIS PROJESINDE. ISTASYON24'UN LANSMAN ONCESI %20'YE VARAN INDIRIM FIRSATI ICIN SON 3 GUN. <PHONE>;1;Promosyon;SIMDI SIRA HALKALININ EN MERKEZI EV-OFIS PROJESINDE. ISTASYON24'UN LANSMAN ONCESI <PERCENT>'YE VARAN INDIRIM FIRSATI ICIN SON 3 GUN. <PHONE>
KAMPANYA: LOFT'TA TUM URUNLERDE ETIKETIN YARISI INDIRIMI BASLAMISTIR. SMS ALMAMAK ICIN LOFTSU YAZIP 7889'A UCRETSIZ SMS GONDEREBILIRSINIZ. MH:5495520372;1;Promosyon;KAMPANYA: LOFT'TA TUM URUNLERDE ETIKETIN YARISI INDIRIMI BASLAMISTIR. SMS ALMAMAK ICIN LOFTSU YAZIP 7889'A UCRETSIZ SMS GONDEREBILIRSINIZ. MH:5495520372
Sana uygun bay/bayan adaylar ile tanismak icin tikla --> <URL>;1;Promosyon;Sana uygun bay/bayan adaylar ile tanismak icin tikla --> <URL>
100 TL VE UZERI VERGI ODEMELERINIZ 3 TAKSITE BOLUNECEKTIR. DETAYLI BILGI: <URL>;1;Promosyon;<PRICE> VE UZERI VERGI ODEMELERINIZ 3 TAKSITE BOLUNECEKTIR. DETAYLI BILGI: <URL>
Dergi işinde azıcık akıl isteyebilirim senden, fanzin düşünüyorum.;2;Normal;Dergi işinde azıcık akıl isteyebilirim senden, fanzin düşünüyorum.
Hee :)  Alpide alsaydın maça :);2;Normal;Hee :)  Alpide alsaydın maça :)
Sistem güncellemesi: Hesap bilgileriniz güncellenemedi. Bilgilerinizi doğrulayın: <URL>;0;Dolandiricilik;Sistem güncellemesi: Hesap bilgileriniz güncellenemedi. Bilgilerinizi doğrulayın: <URL>
Ben aliyimmi seni?;2;Normal;Ben aliyimmi seni?
Migros kampanyasından 1000 TL hediye kazandınız. Hemen onaylayın: <URL>;0;Dolandiricilik;Migros kampanyasından 1000 TL hediye kazandınız. Hemen onaylayın: <URL>
Is Bankasi Altin Bulusmalari 24 Kasim Sali gunu Milas Sbde! Altin,ziynet esyalarinizi getirin,karsiligi kadar altin hesabiniza yatsin.Tel:<PHONE>;1;Promosyon;Is Bankasi Altin Bulusmalari 24 Kasim Sali gunu Milas Sbde! Altin,ziynet esyalarinizi getirin,karsiligi kadar altin hesabiniza yatsin.Tel:<PHONE>
Başka da film yok sizle karar verelim bi filme evde izleyelim bi gün;2;Normal;Başka da film yok sizle karar verelim bi filme evde izleyelim bi gün
Onur'un tezi falan ben biraz saldım bu ara canım hiç çalışmak istemiyor;2;Normal;Onur'un tezi falan ben biraz saldım bu ara canım hiç çalışmak istemiyor
uyarı! Kargo şirketi  vergisel yükümlülük tespit edildi. Hemen bilgi güncelleyin yoksa yasal takip başlatılacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Kargo şirketi  vergisel yükümlülük tespit edildi. Hemen bilgi güncelleyin yoksa yasal takip başlatılacaktır. Tel: <PHONE>
Apple iPad Pro'nun 3 farkli modeli %5 indirim ile on satista! <URL>;1;Promosyon;Apple iPad Pro'nun 3 farkli modeli <PERCENT> indirim ile on satista! <URL>
UFO soguk buharli iyonizerli vantilator, ozel fiyati ve ucretsiz kargosu ile 239TL! <URL>;1;Promosyon;UFO soguk buharli iyonizerli vantilator, ozel fiyati ve ucretsiz kargosu ile <PRICE>! <URL>
Mahkeme celbi: Duruşma tarihine ilişkin evraklarınızı teslim etmediniz. Detaylar için arayın: <PHONE>;0;Dolandiricilik;Mahkeme celbi: Duruşma tarihine ilişkin evraklarınızı teslim etmediniz. Detaylar için arayın: <PHONE>
"Tamam uyar yarn gidelim;)";2;Normal;"Tamam uyar yarn gidelim;)"
Duruyordu en son ama kimde bilmiyorum;2;Normal;Duruyordu en son ama kimde bilmiyorum
"Süvari'de İndirim Fırsatları; Triko 29,90 TL, 3 Triko 79,90 TL, 3 Gömlek 89,90 TL. Takım Elbise 199,90 TL, İkinci Takım Elbise 149,90 TL. Fırsatı Kaçırmayın.";1;Promosyon;"Süvari'de İndirim Fırsatları; Triko <PRICE>, 3 Triko <PRICE>, 3 Gömlek <PRICE>. Takım Elbise <PRICE>, İkinci Takım Elbise <PRICE>. Fırsatı Kaçırmayın."
Banana Republic'de sana ozel kampanyamiz var! 50 TL ve uzeri alisverislerinde 10 TL degerinde Paracik kazan. Kampanya detay: <URL>;1;Promosyon;Banana Republic'de sana ozel kampanyamiz var! <PRICE> ve uzeri alisverislerinde <PRICE> degerinde Paracik kazan. Kampanya detay: <URL>
Evet evet, bekliyorum;2;Normal;Evet evet, bekliyorum
Tamam abicim çalışıyorum zaten başladı vizelerim bekliyorum yarın iyi akşamlar :);2;Normal;Tamam abicim çalışıyorum zaten başladı vizelerim bekliyorum yarın iyi akşamlar :)
e-Devlet hesabınız doğrulama beklemektedir <URL>;0;Dolandiricilik;e-Devlet hesabınız doğrulama beklemektedir <URL>
Açık şuan;2;Normal;Açık şuan
ACİL! HEDİYE: Sosyal medya çekilişi kazandınız. Detaylar: <URL>;0;Dolandiricilik;ACİL! HEDİYE: Sosyal medya çekilişi kazandınız. Detaylar: <URL>
Tamam :) ;2;Normal;Tamam :) 
PTT hesabınızda şüpheli aktivite: Kimlik doğrulama eksik. Hemen kontrol edin: <URL>;0;Dolandiricilik;PTT hesabınızda şüpheli aktivite: Kimlik doğrulama eksik. Hemen kontrol edin: <URL>
uyarı! Kargo şirketi  hesabınızdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa yasal takip başlatılacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Kargo şirketi  hesabınızdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa yasal takip başlatılacaktır. Tel: <PHONE>
Dikkat! Adalet Bakanlığı tarafından kargonuz iade edildi. 48 saat içinde yoklama yapılacaktır. hukuki süreç başlatılacaktır. Tel: <PHONE>;0;Dolandiricilik;Dikkat! Adalet Bakanlığı tarafından kargonuz iade edildi. 48 saat içinde yoklama yapılacaktır. hukuki süreç başlatılacaktır. Tel: <PHONE>
HAKKINIZDA ACILMIS BIR DAVA VEYA ICRA TAKIBI VAR MI?TARAFI OLDUGUNUZ DAVANIN DURUMU ILE  YER, TARIH VE SAAT BILGILERINI OGRENMEK ICIN HEMEN 11870' I ARAYIN.;1;Promosyon;HAKKINIZDA ACILMIS BIR DAVA VEYA ICRA TAKIBI VAR MI?TARAFI OLDUGUNUZ DAVANIN DURUMU ILE  YER, TARIH VE SAAT BILGILERINI OGRENMEK ICIN HEMEN 11870' I ARAYIN.
3-4-5-6 Kasim tarihlerindeki alisverislerinize 100 TL'ye varan hediye ceki! <URL>;1;Promosyon;3-4-5-6 Kasim tarihlerindeki alisverislerinize <PRICE>'ye varan hediye ceki! <URL>
Erken rezervasyon döneminde son gün! %50ye varan indirimlere ek siz bavul<URL> üyemize özel %10 indirim icin kodunuz: SM2704Q Son gün bugün <URL>;1;Promosyon;Erken rezervasyon döneminde son gün! <PERCENT>ye varan indirimlere ek siz bavul<URL> üyemize özel <PERCENT> indirim icin kodunuz: SM2704Q Son gün bugün <URL>
Elektrik Dağıtım güvenlik uyarısı: gümrükte bekliyor.doğrulama için: <URL>;0;Dolandiricilik;Elektrik Dağıtım güvenlik uyarısı: gümrükte bekliyor.doğrulama için: <URL>
Akilli telefonlarda super firsat! 949 TL'ye iPhone 4s 8 GB ve 1389 TL'ye LG G3 32 GB, ustelik 100 TL'ye varan Worldpuan hediye <URL>;1;Promosyon;Akilli telefonlarda super firsat! <PRICE>'ye iPhone 4s 8 GB ve 1389 TL'ye LG G3 32 GB, ustelik <PRICE>'ye varan Worldpuan hediye <URL>
F.Bahce-L.Moskova maci hangi kanalda? Onemli maclarin yayin programi 10 gun UCRETSIZ cebine gelsin. <URL>;1;Promosyon;F.Bahce-L.Moskova maci hangi kanalda? Onemli maclarin yayin programi 10 gun UCRETSIZ cebine gelsin. <URL>
şu videoyu izlesene <URL>;2;Normal;şu videoyu izlesene <URL>
