text;group;groupText;
UCRETSIZ, FORMALITESIZ 1400.00TL TAKSITLI PARAYI 9AYDA 174.71TL TAKSITLE ALMAK ICIN 02.01.2015'E KADAR PARA YAZ KART SON 6 NOYU 3340'A GONDER(FAIZ %1.99);1;Promosyon;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
"Pesin al, taksit taksit ode!31 Aralik'a kadar olan harcamalarinizi UCRETSIZ,FAIZSIZ 4'e bolun!""TAKSIT"" bosluk kartin son 6 hanesini 3404'e gonder! parafcard<URL>";1;Promosyon;
Evet ben de iki tane gördüm;2;Normal;
SGK kaydýnýz askýya alýndý. Ayrýntýlar için arayýn: <PHONE>;0;Dolandiricilik;
Yatýyorlar gözlerim üstlerinde;2;Normal;
Caným ancak çýktýk yola Misafir geldi biz tam çýkarken;2;Normal;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
Tamam teþekkür ediyorum;2;Normal;
Sevgililer gunu haftasinda alisveris yap 14 KAT DAHA FAZLA PUAN kazan! Exclusive Card'la yapacaginiz sezon giyim ve aksesuar alisverisinizde gecerlidir! <PHONE>;1;Promosyon;
Paraf ile koctas<URL>;1;Promosyon;
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 364,43 TL taksitlerle, 36 ay vadeli 10.000 TL Yaz Kredisine SMS ile basvurmak icin YAZ bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: <URL>;1;Promosyon;
"Süvari'de Sezonun Son Ýndirimi Baþladý;Takým Elbise 199,90 TL,Ýkinci Takým Elbise 149,90 TL;Triko 29,90 TL, 3 Gömlek 79,90 TL, Mont 99,90 TL. Fýrsatý Kaçýrmayýn";1;Promosyon;
KIGILI'da %70+%20 Indirim devam ediyor. Kis sezonunun buyuk firsati icin magazalarimiza davetlisiniz.;1;Promosyon;
Vergi dairesi uyarýsý: Eksik beyan nedeniyle inceleme baþlatýldý. Evraklarýnýz için: <URL>;0;Dolandiricilik;
Hesabýnýzda yabancý giriþ denemesi var. Oturum kapatýldý. Tekrar açmak için: <URL>;0;Dolandiricilik;
Hizmet saðlayýcý bildirimi: ceza iþlemi baþlatýldý. Borç/ceza için iþlem yapýlacaktýr. 24 saat içinde týklayýn: Tel: <PHONE>;0;Dolandiricilik;
SON SAATLER! 1ALANA 1BEDAVA Gomlek Kampanyasini Kacirmayin! Hemen alisverise baslamak icin tiklayin! <URL>;1;Promosyon;
Indirim: Sampuan, Dus Jeli, Banyo Liflerinde %40 WatsonsCard indirimi basladi! Detaylar: <URL>;1;Promosyon;
Kampanya:VakifBank Worldcardla 5-31 Aralik arasi farkli gunlerde,pesin yapacaginiz 5 adet 100TL ve uzeri gida,giyim,elektronik alisverisine 50TL Worldpuan icin ARALIK yazip kart son 6 hanesini 6635e gonderin.Kampanya SMS iptali icin VBRED yazin 6757ye ucretsiz gonderin.;1;Promosyon;
Telefon numaranýzla ilgili acil bildirim: Ödeme talebi var. Sorunu çözmek için <PHONE>;0;Dolandiricilik;
Kaza kaydý oluþturuldu. Ýtiraz için <PHONE>;0;Dolandiricilik;
6GB internet, SINIRSIZ konusma ve mesajlasma Avea'da sizi bekliyor!Heryone 600 dakika,heryone SINIRSIZ SMS,sabit hat ve Avealilarla SINIRSIZ konusmaya ister 3GB ile 35TLye ister 6GB ile 45TLye sahip olmak icin sizi en yakin AVEA bayimize bekliyoruz.;1;Promosyon;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Diger bankadaki ihtiyac kredinizi Akbank'a tasiyin %0,99 faizli masrafsiz krediyi kacirmayin! 10bin TL 36 ayda sigorta dahil maliyet aylik %1,26 yillik %15,16;1;Promosyon;
Sn KAYA, Sadece 5 GUN! Yeni sezonda %50 Indirime ek 25 TL indirim bizim hediyemiz! 200 TL uzeri alisverisinizde keyifle harcayin. Son Gun:1 Kasim Bilgi: <PHONE>;1;Promosyon;
Limitiniz yükseltildi. Sözleþme: <URL>;0;Dolandiricilik;
Adalet Bakanlýðý uyarýsý: Kimlik doðrulama eksik. Lütfen 1 hafta içinde aþaðýdaki linkten doðrulayýn: <URL>;0;Dolandiricilik;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
4X4'luk firsatlar! 1 urune %4, 2 urune %8, 3 urune %12, 4 ve uzeri urune %16 indirim! IPTAL icin TEKIN ACAR yaz 3525'e gonder. Mersis: 8191769792853252;1;Promosyon;
SUltan ona pizza söyle;2;Normal;
Bilmiyorum arastirmadim;2;Normal;
En iyisi ben bir liste yapayým;2;Normal;
BESLENME yazip 1120'ye gonderin, vucudumuzun duzenli ve dengeli calismasi icin gerekli saglikli beslenme onerileri ucretsiz olarak cebinize gelsin. Iletisim tercihlerinizi degistirmek icin IPTAL yazip 5203'e gondebilirsiniz. #CepSaglik;1;Promosyon;
Hesabýnýza farklý bir cihazdan giris yapýldý. Eðer siz deðilseniz hemen <PHONE>;0;Dolandiricilik;
Macera ütopik bi evrende geciyor;2;Normal;
Yurtdisindayken KIRMIZI yazip 009<PHONE>;1;Promosyon;
UCRETSIZ, FORMALITESIZ 8100.00TL TAKSITLI PARAYI 9AYDA 1017.13TL TAKSITLE ALMAK ICIN 28.11.2014'E KADAR PARA YAZ KART SON 6 NOYU 3340'A GONDER(FAIZ %1.99);1;Promosyon;
Nasýlsýn?;2;Normal;
Fairy bulaþýk deterjaný (100 kapsül + 960ml deterjan) kargo dahil 49,99 TL. Üstelik 150 TL ve üzeri alýþveriþinize 20 TL indirim fýrsatý <URL>;1;Promosyon;
Þimdiden umtsuzluða kapýlma senden deðil ama serkandan müjdeli isteyeceðim :) Ýsteyebilir miyim;2;Normal;
Kripto airdrop: 0.5 BTC kazanma þansý! Cüzdan adresinizi doðrulayýn: <URL>;0;Dolandiricilik;
Tamamdýr, bekliyorum;2;Normal;
Pislik seni gülüþe bak burda;2;Normal;
Anlayamadým neden olduðunu;2;Normal;
Paraf ile Samsung'da +7 Taksit firsati! Detaylar: <URL>;1;Promosyon;
Ayten biþey vardý ya o olmuþ hayýrlýsý diyelim;2;Normal;
UYARI: E-Devlet - Kimlik doðrulama yapýlmamýþtýr. Hesabýnýzý korumak için hemen doðrulama yapýn: <URL>;0;Dolandiricilik;
Size ozel 2500 TL kredili mevduat hesabiniz hazir. Hemen kullanabilmeniz icin sizi en yakin subemize bekliyoruz. Basvuru icin son tarih: 17/04/2015;1;Promosyon;
Hesap güvenliði için 2 adýmlý doðrulama gerekmektedir. Hemen þu linke týklayýn: <URL>;0;Dolandiricilik;
Kredi limitiniz onaylandý. Kredi detaylarý ve sözleþme: <URL>;0;Dolandiricilik;
Kampanya: HOTIC'te Sandaletlerde NET%60 INDIRIM basladi. Keyifli alisverisler dileriz. Bilgilendirme almak istemiyorsaniz HOTIC yazip 3172'ye gonderebilirsiniz.;1;Promosyon;
Mugla Festiva Altinyildiz Classics'te %70'e varan Büyük Kis Indirimi basladi. Altinyildiz Classics Mont 199.99TL, Palto 249.99TL, Kaban 249.99TL. Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gönderin.Mersis No:0187062871800019;1;Promosyon;
Bankamýz bildirimi: hesabýnýzdan yetkisiz çekim. Borç/ceza için iþlem yapýlacaktýr. bugün týklayýn: Tel: <PHONE>;0;Dolandiricilik;
Karacadan sezon finali! Seçili Gömlek,Pantolon,Triko'larda Tek fiyat 59,90. Kaliteye özel fiyatla ulaþmak için sezon maðazalarýmýza bekleriz. ÝYÝ BAYRAMLAR;1;Promosyon;
Vena magazalarinda BUYUK KIS INDIRIMI basladi! %30-%40-%50 INDIRIM firsati sizlerle! SMS iptali icin VENA RET yaz 7889 a gonder.Mersis no:0924004278000017;1;Promosyon;
Kredi kartýnýzdan þüpheli iþlem. 24s içinde doðrulamazsanýz bloke edilecek: <URL>;0;Dolandiricilik;
14 Subat'ta yalniz degilsin! Birbirinden guzel meleklerin en ozel videolari burada. Hemen, kesintisiz iþlemek icin tikla! <URL>;1;Promosyon;
"Tamam saolasn ;)";2;Normal;
Bilge günaydýn, bankada biraz iþlerim var, onlarý halledip geleceðim.  Haber vereyim dedim;2;Normal;
Aliyeciðim nöbetteyim sana yazamadým hiç sabah da kesin unuturum diye þimdi yazýyorum inþallah tel sessizdedir uyanmazsýn. Herþey için teþekkür ederim demeli nasip deðilmiþ;2;Normal;
UYARI: Sosyal Medya Ekibi - paketiniz beklemede. Hesabýnýzý korumak için hemen doðrulama yapýn: <URL>;0;Dolandiricilik;
Bankamýz: hesabýnýzdan yetkisiz çekim. Borç tutarý: 13643 TL. þikayetçi olunacaktýr. Detay: Tel: <PHONE>;0;Dolandiricilik;
Tabi sen bilirsin;2;Normal;
zeynopp napýyon;2;Normal;
birazdan acarim veritabanini bakalim ne olacak;2;Normal;
Ödeme onayýnýz bekliyor. Devam etmek için link: <URL>;0;Dolandiricilik;
Olur ama üniversite içinden arama yapman lazým galiba;2;Normal;
PTT kampanyasýndan 1000 TL hediye kazandýnýz. Hemen onaylayýn: <URL>;0;Dolandiricilik;
Mavi'de %30  %40  %50 INDIRIMLE bayram heyecani devam ediyor! Bayrama ozel yeni sezon koleksiyonuna goz atmayi da unutmayin! Sms almak istemiyorsaniz MAVI yazip 3525'e gonderin;1;Promosyon;
Kampanya - Ýlk alýþveriþinizde 50 TL chip-para kazanmak için Free'nizi cüzdanýnýzdan çýkarýn! 29 Þubat 'a kadar, Free'niz ile akaryakýttan markete, giyimden elektroniðe dilediðiniz yerde yapacaðýnýz ilk alýþveriþinize 50TL chip-para hediye! Unutmayýn,;1;Promosyon;
Aminn inþ ablam beðendik çok güzel halasý;2;Normal;
Yok serum yedikten sonra kendine geldi;2;Normal;
Money Dostu, tam senlik oldugunu dusundugumuz KIZILAY DOGAN MADEN SUYU 6X200ML 2,35TL!18 Aralik-7 Ocak'ta Migros'larda!;1;Promosyon;
SOSYAL MEDYA HESABINIZ BLOKLANDI. Kimlik doðrulamasý için link: <URL>;0;Dolandiricilik;
Kargo bilgilendirmesi: 'teslimatta sorun' kaydý. Paketinizi görüntülemek için: <URL>;0;Dolandiricilik;
Hesabýnýzda yabancý giriþ denemesi var. Oturum kapatýldý. Tekrar açmak için: <URL>;0;Dolandiricilik;
Eviniz þimdiden hayýrlý olsun;2;Normal;
Konuþtuk bence bugün sen birsey deme aklina gelmesin sürekli;2;Normal;
Merhaba suleyman, hediyeniz var! 100 TL ve uzeri bir alisverisinizde gecerli 20 TL indiriminiz sizi bekliyor. Son gun 8 Ekim.<URL>;1;Promosyon;
bi bakayým tam hatýrlamýyorum;2;Normal;
Özel indirim kodunuz aktif. Hemen kullanmak için: <URL>;0;Dolandiricilik;
Ister kendinize ister sevdiginize! Sadece bugune ozel Fossil kol saati 479 TL yerine 219 TL ve Kargo Ucretsiz! <URL>;1;Promosyon;
Tam 50TL bonus! Paracard ile 50 TL'lik alisveris yaptiginiz her gune 10TL bonus,toplamda 50TL bonus! Son gun 5 Mayis. 3340'a HER yaz GONDER paracard<URL>;1;Promosyon;
Olsun güzelim :);2;Normal;
Umarým beðenirsin;2;Normal;
Eniþte evde mi;2;Normal;
Kampanya,VakifBank Worldcardla 19 Temmuza kadar World uyesi gida,giyim,restoran,kuyumda ilk 100TL sonrasi her 100TL alisverise 10TL,maksimum 50TL Worldpuan.Katilmak icin RAMAZAN yaz,kart son 6 haneyi 6635e gonder.Kampanya SMSi istemiyorsaniz VBRED yazin,6635e gonderin.;1;Promosyon;
Tamam alirim :);2;Normal;
Siz ogretmenlerimize ozel 364 TL taksitle 10.000 TL kredi firsati Halkbank'ta sizleri bekliyor. Basvuru ve detayli bilgi icin sizleri subelerimize bekliyoruz. SMS iptal icin RET yazip 3404' e SMS gonderebilirsiniz. Mersis:0456000468500132 <URL>;1;Promosyon;
tatil bitiyo iyi dinlen bari:)bugün nikah tarihi aldýk 26 sýnda;2;Normal;
Ahmet benn laptopu alabilirmisin? ;2;Normal;
E-Postadoðrulama: Hesabýnýz için gönderilen OTP kodunu <PHONE>;0;Dolandiricilik;
Yok hacý çok isim war bu aralar yetistirmem gerekiyor hergün yeni bisey çýkiyor sen naptýn ogleden snra yoktun;2;Normal;
Halkbank Sifrebaz Cep uygulamasini indirebilmek icin linke tiklayiniz. <URL>;1;Promosyon;
BONUS'LA SHELL'DE AYRI GUNLERDE 4 DEFA 100TL UZERI YAKIT ALIMINIZA 25 TL BONUS.ILK HARCAMADAN ONCE SHELL YAZ 3340'A GONDER! SON GUN 15 SUBAT! BILGI:BONUS<URL>;1;Promosyon;
2015 SEZON SONU INDIRIMIMIZ BASLAMISTIR.KEYIFLI ALISVERISLER DILERIZ.MUGLA.2120934 MILAS.5131554 SMS ISTEMIYORSANIZ <URL>;1;Promosyon;
Alo Garanti'den vereceginiz 1 yeni otomatik fatura talimatina 15TL, 3 yeni talimata 50TL, 5 ve uzeri yeni talimata 100TL BONUS! Son gun 31 Ekim! Detaylar <PHONE>;1;Promosyon;
Indirim:Maskara, Dis Macunu ve Gunluk Pedlerde Watsons Card'a ozel %40 indirim!Detaylar: <URL>;1;Promosyon;
Bu çelik demi bu paraya deðmez;2;Normal;
Yunus Maç var 7 de :) napýon bu arada ?;2;Normal;
Ben de kamerayý kurdum geldim;2;Normal;
Yemeðe gidelim mi :) Öðle arasý. Ceketini getirdim;2;Normal;
Sepete ekle, 50 TL indirimi yakala! Tum Homend elektrikli ev aletleri ve kisisel bakim urunlerinde sepette 50 TL indirim ve ucretsiz kargo <URL>;1;Promosyon;
Sevgililer Gununde, sevip de soyleyemeyenler icin care burada, hemen tikla: <URL>;1;Promosyon;
serkan?da son hali istedim þimdi foto atsýn yollucam sana. Yaþlý ayrýmcýlýðý nedir çeþitleri nelerdir saðlýk hizmetlerinde nasýldýr;2;Normal;
Motorlu Tasitlar Vergisinde ucretsiz 3 taksit! Odemenizi gib.gov.tr, Garanti Internet ve Cep Subesi, <PHONE>;1;Promosyon;
Ailenizle ilgili dava bilgisi var. Detay için <PHONE>;0;Dolandiricilik;
4-10 Eylul tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Pegasus'un mobil site ve uygulamalarindan yapacaginiz yurtdisi ucak bileti aliminda gecerli %30 indirim kazandiniz. Detaylar: <URL>;1;Promosyon;
Amerika dan ithal Vega 100 Mg 30 Tablet ve Hediye Geciktirici ile Kargo KDV dahil 59 TL <URL>;1;Promosyon;
Musmutlu yýllar dilerim. Her þey gönlünüzce olsun...;2;Normal;
Sahte vergi bildirimi: Vergi borcunuz var. Ýcra gelmeden önce <PHONE>;0;Dolandiricilik;
Hesabýnýz kapatýlacak. Onay için hemen týklayýn: <URL>;0;Dolandiricilik;
Acil: Hizmet saðlayýcý - Kimlik doðrulama eksik. 24 saat içinde iþlem yapýn yoksa þikayetçi olunacaktýr. Ýletiþim: <PHONE>;0;Dolandiricilik;
Tebrikler! Çekiliþten kazandýnýz. Ödülü almak için TC ve IBAN girin: <URL>;0;Dolandiricilik;
Üniversite için güzel bi çalýþmaydý ama;2;Normal;
Hic ole pc de takiliyorum bi kac is var ona bakiyorum sen napiosun?;2;Normal;
Ben orda yaþamadýðýmýzý ve senin aþabileceðini söylemiþtim.;2;Normal;
Bir çýkacaðým galiba hadi inþallh dua etmekten iflahým söküldü;2;Normal;
Ýyiyiz biz düþmüyor mu yolun buralara;2;Normal;
sinemadayim  bisey mi oldu;2;Normal;
Yani olabilir siz bilirsiniz;2;Normal;
Mudo Concept'te secili mobilya grubu urunlerinde %20 indirime ek tek odemeye %10 indirim devam ediyor, magazalarimiza ve mudo<URL>;1;Promosyon;
Son çaðrý: Kredi Kuruluþu - hesabýnýzdan yetkisiz çekim. derhal cevap vermezseniz þikayetçi olunacaktýr. Tel: <PHONE>;0;Dolandiricilik;
Yok canim merak ettim sadece selam söyle annenlere;2;Normal;
Once saglik sonra huzur en son teknolojik alet edevat dolu nice seneler dilerim cekirdek ailesi :) sevgiler saygilar...;2;Normal;
Mobil Operatör: kargonuz iade edildi. Borç tutarý: 6685 TL. icra iþlemi uygulanacaktýr. Detay: <URL>;0;Dolandiricilik;
VakifBank Worldcarddan 5-31 Ocak arasi toplam 2146TL ve uzeri harcamaniza 64TL Worldpuan! Katilmak icin PUAN yazip kartinizin son 6 hanesini 6635e gonderin;1;Promosyon;
Geceleri 1GB internet sadece 5TL! Turkcell kalitesiyle 1 ay boyunca 00:00-06:00 saatleri arasi internetin keyfini cikarmak icin hemen GECE 1GB yazip 2222 ye gonderin.;1;Promosyon;
Ödeme uyarýsý: Son faturanýz ödenmemiþtir. Ödemeyi yapmak için: <URL>;0;Dolandiricilik;
Ayna aynaa;2;Normal;
Vatan'da 18-19-20 Aralik'ta iPhone 6s 16 GB 2899 TL. Stoklarla limitlidir. SMS iptal icin MESAJ RET yaz 4933'e gonder.Mersis:0-6320-0360-720001;1;Promosyon;
ÖDEME ONAYLANMADI. Kartýnýz bloke olabilir. Hemen kontrol için týklayýn: <URL>;0;Dolandiricilik;
illa sormam gereken acil biþeyler var diyosa ver numaramý arasýn;2;Normal;
Kargonuz adres hatasý nedeniyle iade ediliyor. Ücreti ödememek için lütfen adres doðrulama yapýn: <URL>;0;Dolandiricilik;
ÖDEME ONAYLANMADI. Kartýnýz bloke olabilir. Hemen kontrol için týklayýn: <URL>;0;Dolandiricilik;
Ödeme onayýnýz bekliyor. Devam etmek için link: <URL>;0;Dolandiricilik;
KAMPANYA: 4&5 KISILIK MENU 2 ADET BUYUK BOY BOL MALZEMOS 1 LT ICECEK 46,90 <PHONE>;1;Promosyon;
LIGTV'den Super Firsat!Simdi Taraftar Mac Paketi 03 Agustosa Kadar Ayda Sadece 29,99TL+ Kurulum Bedava+3 ay Sporextra+Yetiskin Hediye MusHiz:<PHONE>;1;Promosyon;
Degerli Uyemiz, Jetmil programimiz daha fazla ayricalik ve avantajlarla Atlasmiles olarak yenilendi. Yeni kart statunuz icin linki tiklayiniz. <URL>;1;Promosyon;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
KIGILI'da Sezon Finali! Sadece 23-24 Nisan'a ozel Gomlek 39,Triko 39,Pantolon 49,Yelek 89,Ceket 149,Takim Elbise 168 TL! Stoklarla SINIRLI firsati kacirmayin!;1;Promosyon;
Gelecek misin?;2;Normal;
Digiturk'ten size Ozel 300'e Yakin Kanallar 14,belgesel cocuk dizi spor Film aile yetiskin HD Paketleri 5.99TL Ustelik kurulum hediye Hemen Arayin <PHONE>;1;Promosyon;
Tum bebek-cocuk urunleri %50 indirimle magazalarimizda ve <URL>;1;Promosyon;
Thermal Urunlerde 3 AL 2 ODE Kampanyamiz Baslamistir.Keyifli Alisverisler Dileriz (mesaj almak istemiyorsaniz RET yaz 3347'ye SMS gonderiniz);1;Promosyon;
Bonus Amex'le 30TL'ye varan bonus! 5-30 Kasim arasinda tek seferde 50TL ve uzeri harcadiginiz hergune 10TL,toplam 30TL bonus! 3340'a DAHA yaz,gonder bonus<URL>;1;Promosyon;
PHILIPS Elektrikli Ev Aletlerinde %51'e varan dev indirimler! <URL>;1;Promosyon;
iPhone 6 16 GB kargo dahil 2.220 TL. Sinirli stok, acele edin. <URL>;1;Promosyon;
Ödeme onayýnýz bekliyor. Devam etmek için link: <URL>;0;Dolandiricilik;
ACÝL! HESABINIZDA ÞÜPHE: Banka hesabýnýza izinsiz giriþ tespit edildi. Hemen doðrulamak için týklayýn: <URL>;0;Dolandiricilik;
Yeni yilda zayiflamak gibi bir planin varsa, Fitwell i indir, sana ozel spor egzersizleri, diyet plani hazirlansin,motivasyon cebine gelsin: <URL>;1;Promosyon;
KAMPANYA: MUGLA DOMINOS'TA 3 AL 1 ODE TUM HIZIYLA DEVAM EDIYOR SENDE BU FIRSATTAN FADALANMAK ISTIYORSAN HEMEN ARA <PHONE>;1;Promosyon;
Duruma gore haber edeyým sabah;2;Normal;
Son Firsat Son Gunler !! Kisin SON iNDiRiMi bugun ATAKOY de basladi..Tum urunlerde NET % 70 iNDiRiM..Kacirmayin..Keyifli alisverisler...;1;Promosyon;
Aynen iyi yapmissin;2;Normal;
Anýnda kredi: 15.000 TL onaylandý. Onaylamak için týklayýn: <URL>;0;Dolandiricilik;
Canýnýn istediði bir þey var mý;2;Normal;
Sorsana bi hocaya;2;Normal;
Onden toplanti yapabiliyorlar bazen;2;Normal;
Kampanya: %40! Sac Boyasi,Agiz Bakim,Epilasyonda %40 indirimli urunler icin hemen tikla: <URL>;1;Promosyon;
Paracard'iniza 50TL bonus! Subat'ta giyim, elektronik, cicekcide Garanti Pos'larinda her 100 TL harcamaya 10 TL,toplam 50 TL bonus! Ustelik Bonus Flas'tan katilanlari 14 Subat'a ozel ekstra bir surpriz bekliyor! Ilk harcamadan once KAZAN yaz 3340'a gonder;1;Promosyon;
50TL bonus!Bonusa uye market,giyim,egitim,kirtasiyede her 100TL harcamaya 10TL,toplam 50TL bonus! Ilk harcamadan once KAZAN yazip 3340'a gonderin. bonus<URL>;1;Promosyon;
Özel indirim kodunuz aktif. Hemen kullanmak için: <URL>;0;Dolandiricilik;
Bir þeye ihtiyacýn olursa haber ver lütfen;2;Normal;
Yaz harcamalarinizi DenizBank ihtiyac kredisi ile karsilayin!Basvuru icin IHTIYAC yazin bir bosluk birakin TCKNnizi 3280'e sms atin.Detay icin: <URL>;1;Promosyon;
Acil: Kargo þirketi - hesabýnýzdan yetkisiz çekim. bugün iþlem yapýn yoksa adli iþlem baþlatýlacak. Ýletiþim: <PHONE>;0;Dolandiricilik;
Yanlýþ alarm mýymýþ? Hadi neyse, þaka yapmýþtýr o, nst'ye baðladýklarýnda biliyorlar zaten, seninki biraz hareketli ya ondan olmuþtur;2;Normal;
SADECE SiZiN iCiN 40TL BONUS! 29/02E KADAR BONUS'UNUZLA TOPLAM 900TL ALISVERiS/NAKiTAVANS iþlemiNiZE 40TL BONUS.KACMAZ YAZ,3340A YOLLA bonus<URL>;1;Promosyon;
TV alisverislerinizde 200 TL'ye varan aninda indirim firsati! <URL>;1;Promosyon;
Gümrük Müdürlüðü: hesabýnýzdan yetkisiz çekim. icra iþlemi uygulanacaktýr. Detay: <URL>;0;Dolandiricilik;
Kampanya: Bunjee Porsche makam koltuðu 289,90 TL!Üstelik kargo bedava! <URL>;1;Promosyon;
YouTube: Telif hakký uyarýsý aldýnýz. Gelirleriniz durdurulmadan önce itiraz edin: <URL>;0;Dolandiricilik;
Hediye çeki bekliyor! 48 saat içinde talep et: <URL>;0;Dolandiricilik;
CarrefourSA Kart ile sepetiniz TL puanla dolsun! 28-29 Kasim'da secili urunlerde 200TL'ye varan puan firsati! ;1;Promosyon;
Ne güzel insansýn sen hep var ol (:;2;Normal;
Tamam caným öp benim için;2;Normal;
Zenit 11 mi Canon eos300 mü?;2;Normal;
Bu geç kahvaltý  :) Hani otellerde oluyor ya :);2;Normal;
Erken rezervasyon basladi! Simdi alin, %50ye varan indirimi kacirmayin <URL>;1;Promosyon;
Aslýnda isterdim ama Du bakalm aslýyla bi konuþaym :);2;Normal;
Yeni yilin ilk uguru karsinizda! Hesabiniza yukledigimiz birbirinden farkli kuponlari kullanin, indirimli alisverisin keyfini cikarin. <URL>;1;Promosyon;
BonusFlas'in yeni versiyonu cikti. Yeni versiyona kart sifreniz yerine Garanti Internet/Cep subesi parolanizla kolayca giris yapabilirsiniz. Hemen guncellemek icin: <URL>;1;Promosyon;
Bizim eski modemin ayarlarýna girecek þifreyi hatýrlýyor mu diye soracaktým;2;Normal;
Paraf ile carrefoursa<URL> ve CarrefourSA'lardan yapacaginiz Kurban Kolisi alýsverislerinize %10 INDIRIM! Detaylar <URL>;1;Promosyon;
Kargo þirketi: vergisel yükümlülük tespit edildi. Borç tutarý: 1614 TL. hukuki süreç baþlatýlacaktýr. Detay: <URL>;0;Dolandiricilik;
Koctas'a bahar geldi! Bahce aksesuarlari, barbeku, mangal ve semsiyelerde yapacaginiz 250TL ve uzeri alisverisinize size ozel 30TL indirim firsati.Son gun 30.04;1;Promosyon;
NET%60+%10INDIRIM 2 urun ve uzeri alisveriste gecerlidir(Zamansiz urunler haric)Sms listesindesiniz,cikmak icin HOTICyazip3172ye gonderin.Mersis0464001939500012;1;Promosyon;
Biraz zaman geçsin;2;Normal;
Ok sevindim ama söyle  paþaya sadece duymasýn ayný zamanda dinlesin de;2;Normal;
Bu Gece ''NEV'' en sevilen þarkýlarýyla MANDALÝN Sahnesinde sizlerle... BÝLGÝ VE REZ: <PHONE>;1;Promosyon;
English Home Bebek ve Cocuk urunleri %50 indirimle magazalarimizda ve englishhome<URL>;1;Promosyon;
Dagi'de kampanyalar Devam Ediyor!!! Tum pijamalarda 1 ALANA 1 BEDAVA Bayan Camasirlarinda 1ALANA 1 BEDAVA Bu mesaji almamak icin RET yaz 3347 sms gonder;1;Promosyon;
Banka kartýnýz riskli iþlem yaptý. iþlemi onaylamýyorsanýz buraya týklayýn: <URL>;0;Dolandiricilik;
15-16 Eylul tarihlerinde Internet veya Cep Subesi'ne giris yaptiniz, XBOX One urununu FIFA 2016 oyun konsoluyla birlikte 200 TL indirimli alma firsati yakaladiniz. Ayrintili bilgi icin:<URL>;1;Promosyon;
%50+%50 INDIRIM! TUM CARSAF, NEVRESIM VE TAKIMLARINDA (BASKILI, JAKARLI, NAKISLI)! 12 TEMMUZ'A KADAR TUM MAGAZALAR VE madamecoco<URL>'DA! (SMS IPTAL:5830'A MC);1;Promosyon;
Indirim: Watsons Buyuk Yilbasi Indirimi basladi! %50'ye varan firsatlar icin hemen tikla <URL>;1;Promosyon;
Sahte vergi bildirimi: Vergi borcunuz var. Ýcra gelmeden önce <PHONE>;0;Dolandiricilik;
Tamam 10 a gelirsiniz herhalde pasta için bekleticem;2;Normal;
SGK bildirimi: hesabýnýzdan yetkisiz çekim. Borç/ceza için iþlem yapýlacaktýr. 1 hafta içinde týklayýn: <URL>;0;Dolandiricilik;
Banka kartýnýz riskli iþlem yaptý. iþlemi onaylamýyorsanýz buraya týklayýn: <URL>;0;Dolandiricilik;
Sizin ve ailenizin ramazan bayrami mubarek olsun.;2;Normal;
FIRSAT yazin 2222 'ye ucretsiz gonderin, markalarin INDIRIM ve FIRSATLARINI tum hatlarinizla once ogrenin! Hem de hediye 30 dakika gunluk konusmayi kacirmayin!;1;Promosyon;
Is Bankasi Altin Bulusmalari 13 Agustos Persembe gunu Mugla Sbde! Altin,ziynet esyalarinizi getirin,karsiligi kadar altin hesabiniza yatsin.Tel:<PHONE>;1;Promosyon;
HTC Desire 516 5 inc akilli telefon sadece 500 TL ve bugune ozel LG G2 32 GB akilli telefon sadece 1049 TL, ustelik 50 TL MaxiPuan hediye! <URL>;1;Promosyon;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
"Erken Gelen Bayram Kredisi Halkbank'ta! Cazip faiz oranlari ile ihtiyac kredisi icin aralarinda bosluk birakarak "" BAYRAM, TC Kimlik No, Gelir Bilgisi, Talep Edilen Tutar"" yazip 3452'ye SMS gonderin, firsati kacirmayin! Bilgi icin <PHONE>";1;Promosyon;
Nakit ihtiyacinizda da Bonus'unuz yaninizda! 750TL ve uzeri 9 ay taksitli nakit avans %2,02 yerine %1,54 faizle 0011 ile biten kartinizda hazir (vergiler haric)! Son gun 20Subat bonus<URL>;1;Promosyon;
Ucretsiz 3 taksit keyfi! 30 Haziran'a Kadar Garanti Bankasi Kartlarinizla Y.Ici 75-10000 TL pesin harcamalara 3 taksit! UCRETSiZ yaz 3340a yolla! garanti<URL>;1;Promosyon;
